numer_sta;date;pmer;tend;cod_tend;dd;ff;t;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;
07790;20170313120000;102130;170;1;110;3.600000;288.350000;282.650000;69;20000;3;0;0;40;3;450;32;20;10;101990;mq;mq;650;mq;mq;mq;mq;279.050000;mq;mq;5.800000;7.800000;-10;0;0.000000;0.000000;-60;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;8;450;2;8;690;mq;mq;mq;mq;mq;mq;
61968;20170313120000;100670;10;mq;270;1.100000;303.450000;297.850000;72;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100640;mq;mq;-90;mq;299.350000;mq;304.750000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61972;20170313120000;101290;10;mq;160;8.900000;302.550000;292.250000;54;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101220;mq;mq;-40;mq;298.450000;mq;303.850000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61976;20170313120000;100730;10;mq;240;1.400000;303.850000;296.250000;64;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100650;mq;mq;-10;mq;298.950000;mq;304.250000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.200000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61980;20170313120000;100500;-60;8;290;9.000000;299.350000;297.750000;91;10000;80;8;8;90;6;250;38;23;mq;100350;mq;mq;-140;mq;mq;mq;mq;mq;mq;mq;12.000000;12.700000;-10;2;mq;mq;mq;-0.100000;5.200000;7.800000;9.800000;10.400000;mq;mq;mq;mq;1;8;200;3;8;500;3;8;800;5;3;3400;
61996;20170313120000;102700;-20;6;290;4.600000;290.750000;283.150000;61;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;102350;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;7.700000;-10;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61997;20170313120000;100950;40;1;300;13.400000;280.250000;274.350000;66;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;99180;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;19.500000;23.100000;-10;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61998;20170313120000;99960;-60;6;300;8.200000;287.950000;282.950000;72;20000;1;mq;mq;75;4;800;38;24;12;99610;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;15.400000;-10;mq;mq;mq;mq;0.000000;mq;0.000000;mq;mq;mq;mq;mq;mq;3;8;600;4;3;3000;mq;mq;mq;mq;mq;mq;
71805;20170313120000;101740;250;3;250;6.600000;270.450000;267.450000;80;15000;2;2;2;90;7;450;35;mq;mq;101650;mq;mq;1470;mq;mq;mq;mq;272.450000;mq;mq;9.000000;9.000000;-10;16;0.100000;0.000000;-60;-0.100000;-0.100000;-0.100000;-0.100000;0.200000;mq;mq;mq;mq;7;6;550;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78897;20170313120000;101810;240;3;90;2.900000;297.850000;293.750000;78;45960;mq;mq;mq;mq;mq;mq;mq;mq;mq;101720;mq;mq;130;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.200000;0.200000;0.200000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78922;20170313120000;101610;0;mq;110;8.600000;299.950000;292.350000;63;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101310;mq;mq;80;mq;297.550000;mq;301.250000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78925;20170313120000;101750;230;3;80;4.300000;299.250000;292.650000;67;49660;mq;mq;mq;mq;mq;mq;mq;mq;mq;101660;mq;mq;100;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.200000;0.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81401;20170313120000;101390;0;mq;50;2.700000;300.250000;296.050000;78;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101330;mq;mq;90;mq;293.850000;mq;304.750000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.200000;0.200000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81405;20170313120000;101370;230;2;40;6.100000;301.150000;295.650000;72;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;101280;mq;mq;80;295.250000;mq;mq;mq;294.150000;mq;mq;8.200000;8.200000;-10;mq;mq;mq;mq;0.000000;0.200000;0.200000;0.200000;0.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81408;20170313120000;101340;0;mq;40;1.300000;300.750000;296.750000;79;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101270;mq;mq;90;mq;295.050000;mq;304.250000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;1.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
89642;20170313120000;99570;310;1;50;2.100000;262.250000;254.750000;50;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;99010;mq;mq;mq;261.950000;mq;266.850000;mq;mq;mq;mq;mq;21.100000;-60;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07005;20170313150000;103010;90;1;280;4.800000;284.850000;281.550000;80;17070;0;mq;mq;mq;mq;mq;mq;mq;mq;102130;mq;mq;1610;mq;mq;mq;mq;280.450000;mq;mq;6.000000;7.400000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.200000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07015;20170313150000;102910;100;1;350;4.400000;286.050000;280.250000;68;30490;0;mq;mq;90;7;800;mq;mq;mq;102340;mq;mq;1590;mq;mq;mq;mq;277.050000;mq;mq;7.100000;7.800000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.200000;0.200000;mq;mq;mq;mq;2;mq;720;7;mq;990;mq;mq;mq;mq;mq;mq;
07020;20170313150000;103220;10;1;270;2.500000;284.850000;281.350000;79;16000;2;0;mq;50;3;2250;30;25;11;103120;mq;mq;1560;mq;mq;mq;mq;mq;mq;mq;3.500000;3.900000;-10;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;2;3;2200;2;0;6000;mq;mq;mq;mq;mq;mq;
07027;20170313150000;103160;50;3;350;4.000000;284.450000;279.950000;74;46290;0;mq;mq;mq;0;mq;mq;mq;mq;102340;mq;mq;1570;mq;mq;mq;mq;281.050000;mq;mq;6.000000;6.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07037;20170313150000;103040;110;2;350;3.500000;284.950000;279.650000;70;17280;0;mq;mq;90;7;450;mq;mq;mq;101190;mq;mq;1600;mq;mq;mq;mq;282.050000;mq;mq;5.400000;6.900000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;7;mq;510;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07072;20170313150000;102760;80;2;330;5.500000;287.650000;279.750000;59;15500;0;mq;mq;mq;0;mq;mq;mq;mq;101610;mq;mq;1550;mq;mq;mq;mq;276.450000;mq;mq;7.900000;9.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07110;20170313150000;103320;-40;7;20;4.000000;285.850000;274.550000;46;39940;0;mq;mq;mq;0;mq;mq;mq;mq;102120;mq;mq;1260;mq;mq;mq;mq;mq;mq;mq;6.300000;7.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07117;20170313150000;103310;0;4;330;2.800000;285.250000;279.550000;68;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;102600;mq;mq;1410;mq;mq;mq;mq;mq;mq;mq;4.600000;5.200000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07130;20170313150000;103150;20;3;10;6.100000;287.550000;278.350000;54;45320;0;mq;mq;mq;1;7560;mq;mq;mq;102700;mq;mq;1460;mq;mq;mq;mq;281.250000;mq;mq;8.500000;10.000000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.800000;mq;mq;mq;mq;1;mq;7560;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07139;20170313150000;103080;60;3;360;5.300000;285.450000;280.950000;74;12250;0;mq;mq;100;8;800;mq;mq;mq;101320;mq;mq;1590;mq;mq;mq;mq;282.150000;mq;mq;7.400000;8.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;1;mq;660;8;mq;960;mq;mq;mq;mq;mq;mq;
07149;20170313150000;102880;70;3;10;5.100000;288.450000;280.450000;59;16000;2;0;0;25;1;800;31;20;11;101800;mq;mq;1650;mq;mq;mq;mq;mq;mq;mq;7.700000;10.000000;-10;0;0.000000;0.000000;-30;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;8;990;2;0;8000;mq;mq;mq;mq;mq;mq;
07168;20170313150000;102730;40;3;350;4.300000;288.850000;280.050000;56;10190;0;mq;mq;mq;1;4620;mq;mq;mq;101310;mq;mq;1550;mq;mq;mq;mq;275.650000;mq;mq;6.500000;7.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;4620;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07181;20170313150000;102570;90;3;360;4.300000;288.250000;273.650000;37;36010;0;mq;mq;mq;0;mq;mq;mq;mq;98510;mq;mq;1360;mq;mq;mq;mq;271.750000;mq;mq;6.600000;8.000000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07190;20170313150000;102560;10;3;360;3.300000;287.750000;272.450000;35;19960;0;mq;mq;mq;1;450;mq;mq;mq;100750;mq;mq;1280;mq;mq;mq;mq;274.250000;mq;mq;5.700000;5.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;330;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07207;20170313150000;103200;-20;5;300;3.500000;286.150000;281.050000;71;20000;2;2;mq;60;1;1250;31;20;15;102670;mq;mq;1360;mq;mq;mq;mq;mq;mq;mq;5.800000;8.800000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;8;1200;3;0;8500;4;2;9000;mq;mq;mq;
07222;20170313150000;103030;-10;5;30;3.700000;288.250000;280.050000;58;50650;0;mq;mq;75;6;1250;mq;mq;mq;102710;mq;mq;1370;mq;mq;mq;mq;281.250000;mq;mq;6.200000;8.500000;-10;0;0.000000;mq;mq;0.200000;0.200000;0.200000;0.200000;5.400000;mq;mq;mq;mq;6;mq;1140;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07240;20170313150000;102920;30;3;10;4.600000;287.550000;280.550000;63;33300;0;mq;mq;100;8;800;mq;mq;mq;101570;mq;mq;1580;mq;mq;mq;mq;279.950000;mq;mq;7.200000;9.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;8;mq;930;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07255;20170313150000;102730;50;3;10;4.000000;289.650000;277.050000;43;17000;3;0;0;25;0;mq;30;20;11;100750;mq;mq;1470;mq;mq;mq;mq;279.150000;mq;mq;7.800000;8.200000;-10;0;0.000000;0.000000;-30;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;2;0;7500;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07280;20170313150000;102490;60;3;20;5.300000;290.650000;273.750000;32;19840;0;mq;mq;mq;0;mq;mq;mq;mq;99810;mq;mq;1340;mq;mq;mq;mq;279.650000;mq;mq;7.700000;7.800000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07299;20170313150000;102430;30;2;20;2.800000;288.350000;272.550000;34;30000;3;2;2;90;0;mq;30;20;11;99190;mq;mq;1240;mq;mq;mq;mq;273.250000;mq;mq;5.400000;5.400000;-10;0;0.000000;0.000000;-30;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;7;0;6500;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07314;20170313150000;mq;30;3;320;4.700000;284.950000;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;mq;mq;102720;mq;mq;1470;mq;mq;mq;mq;mq;mq;mq;6.100000;6.800000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.200000;4.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07335;20170313150000;102890;60;3;10;7.700000;287.350000;281.750000;69;9530;0;mq;mq;100;8;800;mq;mq;mq;101440;mq;mq;1440;mq;mq;mq;mq;279.850000;mq;mq;10.300000;10.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;4.600000;mq;mq;mq;mq;5;mq;750;8;mq;1110;mq;mq;mq;mq;mq;mq;
07434;20170313150000;102680;30;3;10;5.500000;286.950000;279.550000;61;7130;0;mq;mq;mq;2;800;mq;mq;mq;97910;mq;mq;1290;mq;mq;mq;mq;282.450000;mq;mq;9.600000;10.700000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;-0.100000;0.400000;mq;mq;mq;mq;2;mq;960;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07460;20170313150000;102570;40;3;20;5.200000;288.550000;278.450000;51;14100;0;mq;mq;mq;0;mq;mq;mq;mq;98720;mq;mq;1330;mq;mq;mq;mq;280.450000;mq;mq;7.800000;8.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07471;20170313150000;mq;70;3;290;3.700000;285.450000;279.250000;66;12440;0;mq;mq;90;7;800;mq;mq;mq;92770;mq;857;1090;mq;mq;mq;mq;275.050000;mq;mq;6.000000;7.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;6;mq;990;7;mq;1170;mq;mq;mq;mq;mq;mq;
07481;20170313150000;102330;50;3;350;7.500000;290.050000;279.250000;49;15000;2;0;0;0;0;mq;30;20;10;99500;mq;mq;1140;mq;mq;mq;mq;mq;mq;mq;10.300000;12.200000;-10;1;0.000000;0.000000;-30;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07510;20170313150000;102820;0;4;20;6.100000;287.450000;280.250000;62;14580;0;mq;mq;90;7;800;mq;mq;mq;102240;mq;mq;1210;mq;mq;mq;mq;282.550000;mq;mq;8.500000;8.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.400000;7.400000;mq;mq;mq;mq;7;mq;990;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07535;20170313150000;102550;30;3;330;3.300000;289.650000;280.850000;56;13580;0;mq;mq;mq;1;1250;mq;mq;mq;99460;mq;mq;1090;mq;mq;mq;mq;282.050000;mq;mq;5.500000;7.300000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.200000;4.400000;mq;mq;mq;mq;1;mq;1110;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07558;20170313150000;102160;0;5;350;7.700000;287.950000;278.950000;55;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;93970;mq;mq;890;mq;mq;mq;mq;280.150000;mq;mq;10.100000;10.900000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07577;20170313150000;102160;40;3;10;7.400000;291.750000;280.550000;48;19480;0;mq;mq;mq;mq;mq;mq;mq;mq;101280;mq;mq;980;mq;mq;mq;mq;277.850000;mq;mq;13.800000;13.800000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07591;20170313150000;mq;-10;5;210;4.400000;290.150000;276.450000;40;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;91900;mq;1535;940;mq;mq;mq;mq;270.850000;mq;mq;7.900000;9.000000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07607;20170313150000;102790;30;3;320;2.500000;286.650000;282.650000;77;19960;0;mq;mq;100;8;800;mq;mq;mq;102070;mq;mq;1050;mq;mq;mq;mq;283.750000;mq;mq;5.800000;5.800000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;1.200000;6.400000;mq;mq;mq;mq;2;mq;600;8;mq;990;mq;mq;mq;mq;mq;mq;
07621;20170313150000;102770;70;3;310;4.100000;283.350000;281.450000;88;59310;0;mq;mq;100;8;450;mq;mq;mq;98400;mq;mq;880;mq;mq;mq;mq;282.050000;mq;mq;5.900000;6.100000;-10;0;0.000000;mq;mq;0.000000;-0.100000;1.000000;1.000000;8.300000;mq;mq;mq;mq;6;mq;300;8;mq;450;mq;mq;mq;mq;mq;mq;
07627;20170313150000;102730;20;3;340;1.000000;283.750000;281.850000;88;20000;0;mq;mq;100;7;250;mq;mq;mq;97770;mq;mq;990;mq;mq;mq;mq;281.250000;mq;mq;1.900000;1.900000;-10;1;0.000000;mq;mq;0.000000;1.000000;2.600000;2.600000;2.800000;mq;mq;mq;mq;2;mq;210;3;mq;330;6;mq;540;mq;mq;mq;
07630;20170313150000;102630;40;3;260;5.300000;286.550000;282.750000;78;18890;0;mq;mq;100;7;450;mq;mq;mq;100820;mq;mq;1030;mq;mq;mq;mq;282.850000;mq;mq;6.900000;7.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.200000;0.200000;mq;mq;mq;mq;2;mq;420;7;mq;960;7;mq;1230;mq;mq;mq;
07643;20170313150000;102250;10;3;190;5.100000;290.050000;282.750000;62;16200;1;0;0;0;0;mq;30;20;10;102150;mq;mq;1000;mq;mq;mq;mq;282.150000;mq;mq;7.200000;7.200000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07650;20170313150000;102220;50;3;230;4.400000;290.450000;277.050000;41;19670;0;mq;mq;mq;0;mq;mq;mq;mq;101840;mq;mq;910;mq;mq;mq;mq;279.550000;mq;mq;5.900000;6.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07661;20170313150000;102200;70;3;100;6.000000;288.150000;280.450000;60;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;100600;mq;mq;900;mq;mq;mq;mq;mq;mq;mq;10.300000;12.000000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.200000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07690;20170313150000;102250;100;3;90;5.000000;288.950000;278.850000;51;13750;0;0;0;mq;0;mq;mq;mq;mq;101940;mq;mq;890;mq;mq;mq;mq;280.750000;mq;mq;6.600000;7.300000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07747;20170313150000;102310;40;3;310;8.300000;289.850000;281.050000;56;38860;0;mq;mq;100;8;1750;mq;mq;mq;101780;mq;mq;1040;mq;mq;mq;mq;282.850000;mq;mq;11.900000;14.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.200000;0.200000;mq;mq;mq;mq;8;mq;1980;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07761;20170313150000;101970;110;3;210;4.000000;289.650000;284.950000;74;19280;0;0;0;mq;0;mq;mq;mq;mq;101860;mq;mq;620;mq;mq;mq;mq;280.650000;mq;mq;5.200000;6.400000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07790;20170313150000;102180;50;3;100;2.600000;288.150000;282.550000;69;40000;2;0;0;25;2;800;32;20;10;102040;mq;mq;810;mq;mq;mq;mq;279.050000;mq;mq;3.700000;4.300000;-10;0;0.000000;0.000000;-30;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;2;8;800;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61968;20170313150000;100730;0;mq;340;0.600000;301.650000;298.250000;82;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100700;mq;mq;-110;mq;299.350000;mq;304.350000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61972;20170313150000;101260;10;mq;160;8.000000;300.750000;293.550000;65;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101190;mq;mq;-130;mq;298.450000;mq;303.850000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61976;20170313150000;100850;0;mq;80;1.000000;301.950000;296.650000;73;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100770;mq;mq;-20;mq;298.950000;mq;304.250000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61980;20170313150000;100660;160;3;300;6.600000;299.150000;297.950000;93;41150;0;mq;mq;100;8;1750;mq;mq;mq;100510;mq;mq;-30;mq;mq;mq;mq;mq;mq;mq;8.000000;9.500000;-10;mq;mq;mq;mq;0.200000;3.000000;8.200000;12.800000;13.400000;mq;mq;mq;mq;2;mq;1740;5;mq;2340;6;mq;2760;mq;9;mq;
61996;20170313150000;102780;80;3;220;4.100000;286.150000;282.550000;79;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;102430;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;4.600000;-10;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61997;20170313150000;100930;-20;8;310;12.300000;279.850000;276.450000;79;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;99160;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;19.500000;20.600000;-10;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61998;20170313150000;100220;250;3;260;5.700000;283.050000;278.650000;74;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;99860;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;12.900000;-10;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
71805;20170313150000;101870;130;1;250;8.000000;272.250000;268.150000;74;15000;2;2;2;75;6;450;38;20;10;101780;mq;mq;1480;mq;mq;mq;mq;272.550000;mq;mq;10.200000;10.500000;-10;16;0.100000;0.000000;-30;-0.100000;0.200000;0.200000;0.200000;0.200000;mq;mq;mq;mq;3;8;500;6;6;1800;mq;mq;mq;mq;mq;mq;
78897;20170313150000;101800;-10;8;100;6.600000;301.250000;292.250000;58;48930;mq;mq;mq;mq;mq;mq;mq;mq;mq;101710;mq;mq;80;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.200000;0.200000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78922;20170313150000;101630;0;mq;100;5.500000;301.350000;292.350000;58;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101330;mq;mq;50;mq;297.550000;mq;301.350000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78925;20170313150000;101750;0;0;110;8.800000;301.750000;291.550000;54;32950;mq;mq;mq;mq;mq;mq;mq;mq;mq;101660;mq;mq;70;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;-0.100000;0.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81401;20170313150000;101380;10;mq;30;2.500000;303.750000;294.250000;57;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101320;mq;mq;90;mq;293.850000;mq;304.750000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.200000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
